Lob F Name,Lob L Name,Report,Group,Date,Type,Description,Cost,Principal
Travis,Brown,Feb-13,HOUSE MAJORITY CAUCUS,2/18/2013,"Meals, Food, & Beverage","State Capitol, Catered Breakfast/Coffee, Cafe Via Roma",$258.52 ,"PELOPIDAS, LLC"
Richard S,Brownlee III,Mar-13,"INSURANCE POLICY, Standing",3/4/2013,"Meals, Food, & Beverage","State Farm - Columbia, Missouri",$60.50 ,STATE FARM INSURANCE COMPANIES
Richard S,Brownlee III,Jan-13,ENTIRE GENERAL ASSEMBLY,1/22/2013,"Meals, Food, & Beverage",Missouri State Capitol catered meal,$471.00 ,ASSURANT INC
Zachary,Brunnert,Feb-13,"APPROPRIATIONS - GENERAL ADMINISTRATION, Standing",2/4/2013,"Meals, Food, & Beverage"," Missouri State Capitol, Jefferson City, MO/Catered Meal",$145.84 ,"FLOTRON & MCINTOSH, LLC"
Zachary,Brunnert,Jan-13,"APPROPRIATIONS - PUBLIC SAFETY AND CORRECTIONS, Standing",1/23/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Meal",$477.25 ,BIG BROTHERS BIG SISTERS OF EASTERN MO
Zachary,Brunnert,Jan-13,ENTIRE MISSOURI SENATE,1/28/2013,"Meals, Food, & Beverage","Ex. Missouri State Capitol, Jefferson City, MO/Pizza",$38.78 ,"FLOTRON & MCINTOSH, LLC"
Zachary,Brunnert,Apr-13,"FRESHMAN BIPARTISAN ISSUE DEVELOPMENT, Standing",4/23/2013,"Meals, Food, & Beverage","Flotron, Jefferson City, MO/Catered Dinner",$143.88 ,"FLOTRON & MCINTOSH, LLC"
Zachary,Brunnert,Apr-13,"APPROPRIATIONS - PUBLIC SAFETY AND CORRECTIONS, Standing",4/30/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$145.43 ,"FLOTRON & MCINTOSH, LLC"
Zachary,Brunnert,May-13,ENTIRE MISSOURI SENATE,5/17/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Beverages",$50.78 ,"FLOTRON & MCINTOSH, LLC"
Zachary,Brunnert,May-13,"APPROPRIATIONS - PUBLIC SAFETY AND CORRECTIONS, Standing",5/3/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$145.43 ,"FLOTRON & MCINTOSH, LLC"
Mark J,Bruns,Mar-13,ENTIRE MISSOURI SENATE,3/25/2013,"Meals, Food, & Beverage","Westgate Lanes, Jefferson City, MO/Senate bowling tournament",$47.00 ,MISSOURI AMERICAN WATER 
Mark J,Bruns,Mar-13,"CRIME PREVENTION AND PUBLIC SAFETY, STANDING",3/26/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catering",$65.11 ,MISSOURI STATE FRATERNAL ORDER OF POLICE
Mark J,Bruns,Mar-13,ENTIRE GENERAL ASSEMBLY,3/27/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catering",$455.90 ,MISSOURI STATE FRATERNAL ORDER OF POLICE
Mark J,Bruns,Jan-13,"CRIME PREVENTION AND PUBLIC SAFETY, STANDING",1/29/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catering",$217.58 ,MISSOURI STATE FRATERNAL ORDER OF POLICE
Mark J,Bruns,Feb-13,ENTIRE GENERAL ASSEMBLY,2/5/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon","$1,723.60 ",MISSOURI PROBATION AND PAROLE OFFICERS ASSOCIATION 
Mark J,Bruns,Apr-13,ENTIRE MISSOURI SENATE,4/12/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catering",$335.00 ,MISSOURI ASSOCIATION OF CAREER FIRE PROTECTION DISTRICTS 
Mark J,Bruns,Apr-13,ENTIRE GENERAL ASSEMBLY,4/23/2013,"Meals, Food, & Beverage","Paddy Maolone's, Jefferson City/Catering",$300.00 ,SAINT LOUIS POLICE OFFICERS ASSOCIATION 
Jerry W,Burch,Feb-13,ENTIRE GENERAL ASSEMBLY,2/27/2013,"Meals, Food, & Beverage","Springfield Metro Partnership Legislative Breakfast, Capitol Plaza, Jefferson City, MO",$61.18 ,GREENE COUNTY COMMISSION
Jerry W,Burch,Feb-13,"WAYS AND MEANS, Standing",2/12/2013,"Meals, Food, & Beverage","Lunch for Committee Hearing at Missouri State Capitol, Jefferson City, MO/Catered",$86.89 ,BURCH & ASSOCIATES
Jerry W,Burch,Feb-13,"PROFESSIONAL REGISTRATION AND LICENSING, Standing",2/27/2013,"Meals, Food, & Beverage","Lunch for Committee Hearing, MO State Capitol, Jefferson City, MO/Catered",$347.23 ,BURCH & ASSOCIATES
Jerry W,Burch,Mar-13,"TRANSPORTATION, Standing",3/26/2013,"Meals, Food, & Beverage",Lunch delivered to Capitol for meeting/Catered from SubShop,$132.14 ,BURCH & ASSOCIATES
Jerry W,Burch,Mar-13,"TOURISIM AND NATURAL RESOURCES, Standing",3/6/2013,"Meals, Food, & Beverage",Delivered to Committee for lunch/Catered,$224.07 ,BURCH & ASSOCIATES
Jerry W,Burch,Mar-13,ENTIRE MISSOURI HOUSE,3/26/2013,"Meals, Food, & Beverage","Dinner catered to the Capitol/entire House/Jefferson City, MO",$419.00 ,BURCH & ASSOCIATES
Jerry W,Burch,Jan-13,ENTIRE GENERAL ASSEMBLY,1/23/2013,Other,Springfield/Branson Salute to Missouri Legislators at Capitol Plaza in Jefferson City,$818.28 ,GREENE COUNTY COMMISSION
Jerry W,Burch,Jan-13,ENTIRE GENERAL ASSEMBLY,1/24/2013,"Meals, Food, & Beverage","Breakfast at Missouri State Capitol, Jefferson City,MO/Catered","$3,315.00 ",BRANSON/LAKES AREA CHAMBER OF COMMERCE
Jerry W,Burch,May-13,ENTIRE MISSOURI SENATE,5/15/2013,"Meals, Food, & Beverage","Catered lunch for entire Senate. Missouri State Capital, Jefferson City, MO",$165.00 ,BURCH & ASSOCIATES
Jerry W,Burch,May-13,HOUSE MAJORITY CAUCUS,5/7/2013,"Meals, Food, & Beverage","End of Session Party/Capitol Ritz, Jefferson City, MO/Catered event",$200.00 ,BURCH & ASSOCIATES
Jerry W,Burch,May-13,ENTIRE MISSOURI SENATE,5/2/2013,"Meals, Food, & Beverage","Lunch for Senate/Catered Missouri State Capitol, Jefferson City, MO.",$302.00 ,BURCH & ASSOCIATES
Ross D,Burke,Apr-13,ENTIRE GENERAL ASSEMBLY,4/15/2013,"Meals, Food, & Beverage",Missouri State Capitol,"$1,019.50 ",MISSOURI ASSOCIATION OF COUNTIES
Gary L.,Burton,Mar-13,"WAYS AND MEANS, Standing",3/5/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catering",$111.89 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS
Gary L.,Burton,Mar-13,ENTIRE MISSOURI SENATE,3/25/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catering",$250.00 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS
Gary L.,Burton,Mar-13,"HIGHER EDUCATION, Standing",3/26/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catering",$124.88 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS
Gary L.,Burton,Mar-13,ENTIRE MISSOURI SENATE,3/25/2013,"Meals, Food, & Beverage","Westgate Lanes/Jefferson City, MO",$250.00 ,MISSOURI AMERICAN WATER 
Gary L.,Burton,Feb-13,"WORKFORCE DEVELOPMENT AND WORKPLACE SAFETY, Standing",2/18/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catering",$290.86 ,MISSOURI AMERICAN WATER 
Gary L.,Burton,Feb-13,"WORKFORCE DEVELOPMENT AND WORKPLACE SAFETY, Standing",2/20/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catering",$73.50 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS
Gary L.,Burton,Feb-13,"ELECTIONS, Standing",2/12/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catering",$75.14 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS
Gary L.,Burton,Feb-13,"UTILITIES, Standing",2/5/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catering",$277.96 ,MISSOURI AMERICAN WATER 
Gary L.,Burton,Jan-13,"BUDGET, Standing",1/30/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catering",$84.05 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS
Gary L.,Burton,Jan-13,ENTIRE MISSOURI SENATE,1/2/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catering",$500.00 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS
Gary L.,Burton,Apr-13,"FISCAL REVIEW, Standing",4/4/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catering",$39.32 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS
Brent Kendall,Butler,Mar-13,ENTIRE MISSOURI HOUSE,3/25/2013,"Meals, Food, & Beverage",Missouri State Capitol - Rep. Gosen's office/ coffee,$13.59 ,MISSOURI INSURANCE COALITION
Brent Kendall,Butler,Feb-13,"WAYS AND MEANS, Standing",2/19/2013,"Meals, Food, & Beverage","Dinner for committee/Missouri State Capitol, Jefferson City, MO",$101.11 ,MISSOURI INSURANCE COALITION
Brent Kendall,Butler,Jan-13,ENTIRE MISSOURI SENATE,1/15/2013,"Meals, Food, & Beverage","coffee - Missouri State Capitol, Jefferson City, MO",$61.98 ,MISSOURI INSURANCE COALITION
Brent Kendall,Butler,Jan-13,ENTIRE MISSOURI SENATE,1/16/2013,"Meals, Food, & Beverage","coffee, Missouri State Capitol, Jefferson City, MO",$61.98 ,MISSOURI INSURANCE COALITION
Brent Kendall,Butler,Jan-13,ENTIRE MISSOURI SENATE,1/17/2013,Gift,"coffee, Missouri State Capitol, Jefferson City, MO",$61.98 ,MISSOURI INSURANCE COALITION
Brent Kendall,Butler,Apr-13,"INSURANCE POLICY, Standing",4/19/2013,"Meals, Food, & Beverage",Missouri State Capitol/Rep. Don Gosen's office/beverages,$25.09 ,MISSOURI INSURANCE COALITION
Brent Kendall,Butler,Apr-13,"INSURANCE POLICY, Standing",4/17/2013,"Meals, Food, & Beverage",Missouri State Capitol/Rep. Don Gosen's office/beverages,$39.14 ,MISSOURI INSURANCE COALITION
Brent Kendall,Butler,May-13,ENTIRE MISSOURI SENATE,5/13/2013,"Meals, Food, & Beverage",Missouri State Capitol/coffee,$14.00 ,MISSOURI INSURANCE COALITION
Brent Kendall,Butler,May-13,ENTIRE MISSOURI SENATE,5/14/2013,"Meals, Food, & Beverage",Missouri State Capitol/coffee,$14.00 ,MISSOURI INSURANCE COALITION
Brent Kendall,Butler,May-13,ENTIRE MISSOURI SENATE,5/15/2013,"Meals, Food, & Beverage",Missouri State Capitol/coffee,$14.00 ,MISSOURI INSURANCE COALITION
Brent Kendall,Butler,May-13,ENTIRE MISSOURI SENATE,5/16/2013,"Meals, Food, & Beverage",Missouri State Capitol/coffee,$14.00 ,MISSOURI INSURANCE COALITION
Brent Kendall,Butler,May-13,ENTIRE MISSOURI SENATE,5/17/2013,"Meals, Food, & Beverage",Missouri State Capitol/coffee,$14.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Mar-13,ENTIRE MISSOURI SENATE,3/4/2013,"Meals, Food, & Beverage",fruit in Sen. Dempsey's office/Missouri State Capitol,$40.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Mar-13,ENTIRE MISSOURI SENATE,3/11/2013,"Meals, Food, & Beverage",fruit in Sen. Dempsey's office/Missouri State Capitol,$60.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Mar-13,ENTIRE MISSOURI SENATE,3/25/2013,"Meals, Food, & Beverage",fruit in Sen. Dempsey's office/Missouri State Capitol,$60.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Mar-13,HOUSE MAJORITY CAUCUS,3/5/2013,"Meals, Food, & Beverage",fruit in Speaker Jones' office/Missouri State Capitol,$40.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Mar-13,HOUSE MAJORITY CAUCUS,3/12/2013,"Meals, Food, & Beverage",fruit in Speaker Jones' office/Missouri State Capitol,$40.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Mar-13,HOUSE MAJORITY CAUCUS,3/26/2013,"Meals, Food, & Beverage",fruit in Speaker Jones' office/Missouri State Capitol,$40.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Mar-13,HOUSE MAJORITY CAUCUS,3/6/2013,"Meals, Food, & Beverage",fruit & pastries in Rep. Diehl's office/Missouri State Capitol,$63.48 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Mar-13,HOUSE MAJORITY CAUCUS,3/13/2013,"Meals, Food, & Beverage",fruit & pastries in Rep. Diehl's office/Missouri State Capitol,$71.45 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Mar-13,HOUSE MAJORITY CAUCUS,3/27/2013,"Meals, Food, & Beverage",fruit & pastries in Rep. Diehl's office/Missouri State Capitol,$71.45 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Mar-13,ENTIRE MISSOURI SENATE,3/28/2013,"Meals, Food, & Beverage",Missouri State Capitol/catered lunch,$663.17 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Mar-13,ENTIRE MISSOURI HOUSE,3/26/2013,"Meals, Food, & Beverage",Missouri State Capitol/catered dinner,$419.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Mar-13,"SMALL BUSINESS, INSURANCE AND INDUSTRY - Assigned bills",3/11/2013,"Meals, Food, & Beverage",Missouri State Capitol/beverages,$329.27 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Mar-13,"SMALL BUSINESS, INSURANCE AND INDUSTRY - Assigned bills",3/4/2013,"Meals, Food, & Beverage","Fuji Restaurant/Jefferson City, MO/drinks and dinner",$915.96 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Feb-13,ENTIRE MISSOURI SENATE,2/25/2013,"Meals, Food, & Beverage",fruit in Sen. Dempsey's office/Missouri State capitol,$60.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Feb-13,HOUSE MAJORITY CAUCUS,2/27/2013,"Meals, Food, & Beverage",fruit in Speaker Jones' office/Missouri State Capitol,$35.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Feb-13,HOUSE MAJORITY CAUCUS,2/27/2013,"Meals, Food, & Beverage",fruit & pastries in Rep. Diehl's office/Missouri State Capitol,$63.48 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Feb-13,"FINANCIAL INSTITUTIONS, Standing",2/6/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/catered luncheon",$180.75 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Feb-13,"INSURANCE POLICY, Standing",2/4/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Jefferson City, MO/dinner","$2,135.90 ",MISSOURI INSURANCE COALITION
Calvin W,Call,Feb-13,ENTIRE MISSOURI SENATE,2/4/2013,"Meals, Food, & Beverage","fruit in Sen. Dempsey's office, Missouri State Capitol",$60.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Feb-13,HOUSE MAJORITY CAUCUS,2/5/2013,"Meals, Food, & Beverage","fruit in Speaker Jones' office, Missouri State Capitol",$35.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Feb-13,HOUSE MAJORITY CAUCUS,2/6/2013,"Meals, Food, & Beverage","fruit & pastries in Rep. Diehl's office, Missouri State Capitol",$68.97 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Feb-13,ENTIRE MISSOURI SENATE,2/11/2013,"Meals, Food, & Beverage","fruit in Sen. Dempsey's office, Missouri State Capitol",$60.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Feb-13,HOUSE MAJORITY CAUCUS,2/12/2013,"Meals, Food, & Beverage","fruit in Speaker Jones' office, Missouri State Capitol",$41.42 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Feb-13,HOUSE MAJORITY CAUCUS,2/13/2013,"Meals, Food, & Beverage","fruit & pastries in Rep. Diehl's office, Missouri State Capitol ",$71.45 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Feb-13,ENTIRE MISSOURI SENATE,2/18/2013,"Meals, Food, & Beverage",fruit in Sen. Dempsey's office/Missouri State Capitol,$60.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Feb-13,HOUSE MAJORITY CAUCUS,2/19/2013,"Meals, Food, & Beverage",fruit in Speaker Jones' office/Missouri State Capitol,$40.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Feb-13,HOUSE MAJORITY CAUCUS,2/20/2013,"Meals, Food, & Beverage",fruit & pastries in Rep. Diehl's office/Missouri State Capitol,$63.48 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Jan-13,ENTIRE MISSOURI SENATE,1/15/2013,"Meals, Food, & Beverage","fruit - Sen. Dempsey's office, Missouri State Capitol, Jefferson City, MO",$38.92 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Jan-13,HOUSE MAJORITY CAUCUS,1/15/2013,"Meals, Food, & Beverage","fruit - Speaker Jones's office, Missouri State Capitol, Jefferson City, MO",$38.92 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Jan-13,HOUSE MAJORITY CAUCUS,1/16/2013,"Meals, Food, & Beverage","fruit & pastries - Rep. John Diehl's office, Missouri State Capitol, Jefferson City, MO",$69.66 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Jan-13,ENTIRE MISSOURI SENATE,1/22/2013,"Meals, Food, & Beverage","fruit - Sen. Dempsey's office, Missouri State Capitol, Jefferson City, MO",$60.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Jan-13,HOUSE MAJORITY CAUCUS,1/22/2013,"Meals, Food, & Beverage","fruit - Rep. Tim Jones office, Missouri State Capitol, Jefferson City, MO",$35.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Jan-13,HOUSE MAJORITY CAUCUS,1/23/2013,"Meals, Food, & Beverage","fruit & pastries - Rep. John Diehl's office, Missouri State Capitol, Jefferson City, MO",$67.06 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Jan-13,ENTIRE MISSOURI SENATE,1/28/2013,"Meals, Food, & Beverage","fruit - Sen. Tom Dempsey's office, Missouri State Capitol, Jefferson City, MO ",$62.36 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Jan-13,HOUSE MAJORITY CAUCUS,1/29/2013,"Meals, Food, & Beverage","fruit, Rep. Tim Jones' office, Missouri State Capitol, Jefferson City, MO",$40.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Jan-13,HOUSE MAJORITY CAUCUS,1/30/2013,"Meals, Food, & Beverage","fruit & pastries - Rep. John Diehl's office, Missouri State Capitol, Jefferson City, MO",$71.45 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Jan-13,ENTIRE GENERAL ASSEMBLY,1/22/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/catered meal",$255.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Jan-13,ENTIRE MISSOURI SENATE,1/9/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/catered luncheon",$500.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Jan-13,ENTIRE MISSOURI SENATE,1/14/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/beverages ",$319.87 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Jan-13,"ELECTIONS, Standing",1/29/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/catered breakfast",$129.27 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Apr-13,ENTIRE MISSOURI SENATE,4/2/2013,"Meals, Food, & Beverage","Missouri State Capitol, Sen. Dempsey's office/fruit",$43.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Apr-13,ENTIRE MISSOURI SENATE,4/8/2013,"Meals, Food, & Beverage","Missouri State Capitol, Sen. Dempsey's office/fruit",$56.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Apr-13,ENTIRE MISSOURI SENATE,4/15/2013,"Meals, Food, & Beverage","Missouri State Capitol, Sen. Dempsey's office/fruit",$60.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Apr-13,ENTIRE MISSOURI SENATE,4/22/2013,"Meals, Food, & Beverage","Missouri State Capitol, Sen. Dempsey's office/fruit",$60.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Apr-13,ENTIRE MISSOURI SENATE,4/29/2013,"Meals, Food, & Beverage","Missouri State Capitol, Sen. Dempsey's office/fruit",$47.50 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Apr-13,ENTIRE MISSOURI SENATE,4/23/2013,"Meals, Food, & Beverage","Missouri State Capitol, Sen. Richard's office/fruit",$35.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Apr-13,ENTIRE MISSOURI SENATE,4/29/2013,"Meals, Food, & Beverage",Missouri State Capitol/Sen. Richard's office/fruit,$47.50 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Apr-13,HOUSE MAJORITY CAUCUS,4/2/2013,"Meals, Food, & Beverage",Missouri State Capitol/Speaker Jones' office/fruit,$43.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Apr-13,HOUSE MAJORITY CAUCUS,4/9/2013,"Meals, Food, & Beverage","Missouri State Capitol, Speaker Jones' office/fruit",$40.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Apr-13,HOUSE MAJORITY CAUCUS,4/16/2013,"Meals, Food, & Beverage",Missouri State Capitol/Speaker Jones' office/fruit,$40.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Apr-13,HOUSE MAJORITY CAUCUS,4/23/2013,"Meals, Food, & Beverage","Missouri State Capitol, Speaker Jones' office/fruit",$40.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Apr-13,HOUSE MAJORITY CAUCUS,4/30/2013,"Meals, Food, & Beverage",Missouri State Capitol/Speaker Jones' office/fruit,$40.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Apr-13,HOUSE MAJORITY CAUCUS,4/3/2013,"Meals, Food, & Beverage","Missouri State Capitol, Rep. Diehl's office/fruit & pastries",$36.48 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Apr-13,HOUSE MAJORITY CAUCUS,4/10/2013,"Meals, Food, & Beverage","Missouri State Capitol, Rep. Diehl's office/fruit & pastries",$71.65 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Apr-13,HOUSE MAJORITY CAUCUS,4/17/2013,"Meals, Food, & Beverage",Missouri State Capitol/Rep. Diehl's office/fruit & pastries,$71.65 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Apr-13,HOUSE MAJORITY CAUCUS,4/24/2013,"Meals, Food, & Beverage",Missouri State Capitol/Rep. Diehl's office/fruit & pastries ,$70.90 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Apr-13,"GENERAL LAWS, Standing",4/24/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$183.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Apr-13,"INSURANCE POLICY, Standing",4/9/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson city, MO/catered luncheon",$177.50 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Apr-13,"SMALL BUSINESS, INSURANCE AND INDUSTRY - Assigned bills",4/8/2013,"Meals, Food, & Beverage",Missouri State Capitol/Rep. Rupp's office/beverages,$288.94 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Apr-13,ENTIRE MISSOURI SENATE,4/2/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/coffee",$61.97 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Apr-13,ENTIRE MISSOURI SENATE,4/3/2013,"Meals, Food, & Beverage",Missouri State Capitol/coffee,$61.97 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Apr-13,ENTIRE MISSOURI SENATE,4/4/2013,"Meals, Food, & Beverage",Missouri State Capitol/coffee,$61.97 ,MISSOURI INSURANCE COALITION
Calvin W,Call,Apr-13,"INSURANCE POLICY, Standing",4/2/2013,"Meals, Food, & Beverage","Missouri State Capitol, Rep. Gosen's office/beverages",$52.87 ,MISSOURI INSURANCE COALITION
Calvin W,Call,May-13,HOUSE MAJORITY CAUCUS,5/15/2013,"Meals, Food, & Beverage",Missouri State Capitol/fruit & pastries in Rep. John Diehl's office,$73.87 ,MISSOURI INSURANCE COALITION
Calvin W,Call,May-13,ENTIRE GENERAL ASSEMBLY,5/15/2013,"Meals, Food, & Beverage",Missouri State Capitol/catered luncheon,$165.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,May-13,ENTIRE MISSOURI SENATE,5/6/2013,"Meals, Food, & Beverage",Missouri State Capitol/Fruit in Sen. Dempsey's office,$47.50 ,MISSOURI INSURANCE COALITION
Calvin W,Call,May-13,ENTIRE MISSOURI SENATE,5/13/2013,"Meals, Food, & Beverage",Missouri State Capitol/fruit in Sen. Dempsey's office,$47.50 ,MISSOURI INSURANCE COALITION
Calvin W,Call,May-13,ENTIRE MISSOURI SENATE,5/6/2013,"Meals, Food, & Beverage",Missouri State Capitol/fruit in Sen. Ron Richard's office,$47.50 ,MISSOURI INSURANCE COALITION
Calvin W,Call,May-13,ENTIRE MISSOURI SENATE,5/13/2013,"Meals, Food, & Beverage",Missouri State Capitol/fruit in Sen. Ron Richard's office,$47.50 ,MISSOURI INSURANCE COALITION
Calvin W,Call,May-13,HOUSE MAJORITY CAUCUS,5/7/2013,"Meals, Food, & Beverage",Missouri State Capitol/fruit in Speaker Jones' office,$40.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,May-13,HOUSE MAJORITY CAUCUS,5/14/2013,"Meals, Food, & Beverage",Missouri State Capitol/fruit in Speaker Jones' office,$40.00 ,MISSOURI INSURANCE COALITION
Calvin W,Call,May-13,HOUSE MAJORITY CAUCUS,5/1/2013,"Meals, Food, & Beverage",Missouri State Capitol/fruit & pastries in Rep. John Diehl's office,$68.97 ,MISSOURI INSURANCE COALITION
Calvin W,Call,May-13,HOUSE MAJORITY CAUCUS,5/8/2013,"Meals, Food, & Beverage",Missouri State Capitol/fruit & pastries in Rep. John Diehl's office,$72.66 ,MISSOURI INSURANCE COALITION
Steven R,Carroll,Mar-13,ENTIRE GENERAL ASSEMBLY,3/12/2013,"Meals, Food, & Beverage",Missouri State Capitol/Reception,$959.70 ,STEVEN R. CARROLL & ASSOCIATES
Steven R,Carroll,Feb-13,"WAYS AND MEANS, Standing",2/26/2013,"Meals, Food, & Beverage",Dinner at the Capitol,$54.42 ,STEVEN R. CARROLL & ASSOCIATES
Steven R,Carroll,Jan-13,ENTIRE MISSOURI SENATE,1/30/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Lunch",$232.69 ,STEVEN R. CARROLL & ASSOCIATES
