Lob F Name,Lob L Name,Report,Pub Off,Recipient,Date,Type,Description,Cost,Principal
Edward R.,DeSoignie,Jan-13,"KOSTER, CHRIS - ATTORNEY GENERAL",Jim Farnsworth - Employee or Staff,1/30/2013,"Meals, Food, & Beverage",Meal & Topic Prevailing Wages,$23.78 ,THE HEAVY CONSTRUCTORS ASSOCIATION OF GREATER KANSAS CITY
Edward R.,DeSoignie,Jan-13,"KOSTER, CHRIS - ATTORNEY GENERAL",Joan Gummel - Employee or Staff,1/30/2013,"Meals, Food, & Beverage",Meal & Topic Prevailing Wages,$23.78 ,THE HEAVY CONSTRUCTORS ASSOCIATION OF GREATER KANSAS CITY
Sherry L,Doctorian,Jan-13,,"EMERY, ED  - Senator",1/22/2013,"Meals, Food, & Beverage",dinner/beverages,$46.77 ,ARMSTRONG TEASDALE LLP
Sherry L,Doctorian,Jan-13,,"HAEFNER, MARSHA  - Representative",1/22/2013,"Meals, Food, & Beverage",dinner/beverages,$46.77 ,ARMSTRONG TEASDALE LLP
Sherry L,Doctorian,Jan-13,,"MCCAHERTY, JOHN C.  - Representative",1/22/2013,"Meals, Food, & Beverage",dinner/beverages,$46.77 ,ARMSTRONG TEASDALE LLP
Fred J.,Dreiling,Jan-13,,"SILVEY, RYAN  - Senator",1/18/2013,"Meals, Food, & Beverage",,$12.57 ,BURNS AND MCDONNELL  ENGINEERING
Fred J.,Dreiling,Jan-13,"SILVEY, RYAN  - Senator",Mark Schwartz - Employee or Staff,1/22/2013,"Meals, Food, & Beverage",,$15.68 ,FRED DREILING LLC
Fred J.,Dreiling,Jan-13,,"RIZZO, JOHN JOSEPH  - Representative",1/15/2013,"Meals, Food, & Beverage",,$35.64 ,FRED DREILING LLC
Fred J.,Dreiling,Jan-13,,"CHAPPELLE-NADAL, MARIA N. - Senator",1/22/2013,"Meals, Food, & Beverage",,$23.48 ,FRED DREILING LLC
Fred J.,Dreiling,Jan-13,,"MCMANUS, KEVIN  - Representative",1/15/2013,"Meals, Food, & Beverage",,$27.83 ,FRED DREILING LLC
Fred J.,Dreiling,Jan-13,,"TORPEY, NOEL  - Representative",1/30/2013,"Meals, Food, & Beverage",,$178.52 ,FRED DREILING LLC
Elizabeth,Dumm,Jan-13,,"RICHARD, RON  - Senator",1/17/2013,"Meals, Food, & Beverage",,$318.52 ,EMPIRE DISTRICT ELECTRIC COMPANY
Elizabeth,Dumm,Jan-13,,"FLANIGAN, TOM - Representative",1/23/2013,"Meals, Food, & Beverage",,$21.90 ,EMPIRE DISTRICT ELECTRIC COMPANY
Elizabeth,Dumm,Jan-13,,"ALLEN, SUE - Representative",1/23/2013,"Meals, Food, & Beverage",,$21.90 ,EMPIRE DISTRICT ELECTRIC COMPANY
Drue,Duncan,Jan-13,,"ROWDEN, CALEB  - Representative",1/2/2013,"Meals, Food, & Beverage",Food & Beverage,$38.59 ,PFIZER INC.
Drue,Duncan,Jan-13,"SCHAEFER, KURT - Senator",Yancy Williams  - Employee or Staff,1/2/2013,"Meals, Food, & Beverage",Food & Beverage ,$38.59 ,PFIZER INC.
Drue,Duncan,Jan-13,"SCHAEFER, KURT - Senator",Yancy Williams - Employee or Staff,1/8/2013,"Meals, Food, & Beverage",Food & Beverage ,$12.60 ,PFIZER INC.
James L,Durham,Jan-13,,"RIZZO, JOHN JOSEPH  - Representative",1/7/2013,"Meals, Food, & Beverage",,$43.07 ,JAMES L DURHAM
Jennifer,Durham,Jan-13,,"JUSTUS, JOLIE - Senator",1/7/2013,"Meals, Food, & Beverage",,$30.14 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,,"WALSH, GINA  - Senator",1/7/2013,"Meals, Food, & Beverage",,$172.34 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,,"NASHEED, JAMILAH  - Senator",1/7/2013,"Meals, Food, & Beverage",,$361.40 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,,"LEVOTA, PAUL  - Senator",1/7/2013,"Meals, Food, & Beverage",,$189.42 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,"NIEVES, BRIAN  - Senator",Dave Bailey - Employee or Staff,1/7/2013,"Meals, Food, & Beverage",,$92.57 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,"NIEVES, BRIAN  - Senator",Jessica Johnson - Employee or Staff,1/7/2013,"Meals, Food, & Beverage",,$92.56 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,,"KEAVENY, JOSEPH (JOE) - Senator",1/7/2013,"Meals, Food, & Beverage",,$71.03 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,,"RIZZO, JOHN JOSEPH  - Representative",1/7/2013,"Meals, Food, & Beverage",,$53.82 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,,"BURNS, BOB - Representative",1/7/2013,"Meals, Food, & Beverage",,$236.78 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,,"COLONA, MIKE - Representative",1/7/2013,"Meals, Food, & Beverage",,$255.12 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,,"WIELAND, PAUL  - Representative",1/8/2013,"Meals, Food, & Beverage",,$23.68 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,,"MITTEN, GINA  - Representative",1/8/2013,"Meals, Food, & Beverage",,$53.81 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,,"FRAME, MICHAEL - Representative",1/8/2013,"Meals, Food, & Beverage",,$137.78 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,,"KRATKY, MICHELE - Representative",1/8/2013,"Meals, Food, & Beverage",,$161.45 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,,"AUSTIN, KEVIN  - Representative",1/8/2013,"Meals, Food, & Beverage",,$77.49 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,"HOLSMAN, JASON  - Senator",Tom Hoppe - Employee or Staff,1/10/2013,"Meals, Food, & Beverage",,$255.09 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,,"GRAY, ROCHELLE WALTON - Representative",1/10/2013,"Meals, Food, & Beverage",,$130.25 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,,"MCKENNA, RYAN - Senator",1/10/2013,"Meals, Food, & Beverage",,$256.18 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,,"ROORDA, JEFF - Representative",1/10/2013,"Meals, Food, & Beverage",,$189.42 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,,"REDMON, CRAIG  - Representative",1/11/2013,"Meals, Food, & Beverage",,$73.19 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,,"FRAKER, LYNDALL  - Representative",1/11/2013,"Meals, Food, & Beverage",,$73.18 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,,"SMITH, CLEM  - Representative",1/11/2013,"Meals, Food, & Beverage",,$23.67 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,,"MIMS, BONNAYE  - Representative",1/11/2013,"Meals, Food, & Beverage",,$77.49 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,,"WALSH, GINA  - Senator",1/16/2013,"Meals, Food, & Beverage",,$15.50 ,JENNIFER DURHAM
Jennifer,Durham,Jan-13,"HODGES, STEVE - Representative",Dena Sappenfield - Employee or Staff,1/14/2013,"Meals, Food, & Beverage",,$109.52 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,,"HUBBARD, PENNY V.  - Representative",1/22/2013,"Meals, Food, & Beverage",,$40.00 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,,"ELLINGTON, BRANDON - Representative",1/22/2013,"Meals, Food, & Beverage",,$40.00 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,,"CURTIS, COURTNEY  - Representative",1/22/2013,"Meals, Food, & Beverage",,$15.00 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,,"GARDNER, KIMBERLY  - Representative",1/22/2013,"Meals, Food, & Beverage",,$20.00 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,,"NASHEED, JAMILAH  - Senator",1/22/2013,"Meals, Food, & Beverage",,$30.00 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,"NASHEED, JAMILAH  - Senator",Eric Vickers - Employee or Staff,1/22/2013,"Meals, Food, & Beverage",,$30.00 ,"ANHEUSER-BUSCH, INC."
Jennifer,Durham,Jan-13,,"CHAPPELLE-NADAL, MARIA N. - Senator",1/22/2013,"Meals, Food, & Beverage",,$18.00 ,JENNIFER DURHAM
Jennifer,Durham,Jan-13,,"MCKENNA, RYAN - Senator",1/14/2013,"Meals, Food, & Beverage",,$510.00 ,"ANHEUSER-BUSCH, INC."
Daryl D.,Duwe,Jan-13,,"LEARA, MIKE - Representative",1/16/2013,"Meals, Food, & Beverage",,$5.20 ,MISSOURI CABLE TELECOMMUNICATIONS ASSOCIATION
Daryl D.,Duwe,Jan-13,,"GOSEN, DON  - Representative",1/16/2013,"Meals, Food, & Beverage",,$5.20 ,MISSOURI CABLE TELECOMMUNICATIONS ASSOCIATION
Daryl D.,Duwe,Jan-13,"GOSEN, DON  - Representative",Edward Vought - Employee or Staff,1/16/2013,"Meals, Food, & Beverage",,$5.20 ,MISSOURI CABLE TELECOMMUNICATIONS ASSOCIATION
Daryl D.,Duwe,Jan-13,,"REDMON, CRAIG  - Representative",1/16/2013,"Meals, Food, & Beverage",,$5.20 ,MISSOURI CABLE TELECOMMUNICATIONS ASSOCIATION
Daryl D.,Duwe,Jan-13,"RIDDLE, JEANIE - Representative",Rachel Bauer - Employee or Staff,1/16/2013,"Meals, Food, & Beverage",,$5.20 ,MISSOURI CABLE TELECOMMUNICATIONS ASSOCIATION
Rick,Eastman,Jan-13,"STREAM, RICK - Representative","Stream, Eric - Spouse or Child",1/24/2013,"Meals, Food, & Beverage",,$53.72 ,"UNION ELECTRIC COMPANY DBA AMERENUE, AMEREN SERVICES, AMEREN CORPORATION"
Rick,Eastman,Jan-13,,"SMITH, CLEM  - Representative",1/24/2013,"Meals, Food, & Beverage",,$53.72 ,"UNION ELECTRIC COMPANY DBA AMERENUE, AMEREN SERVICES, AMEREN CORPORATION"
Rick,Eastman,Jan-13,,"WEBB, STEVE - Representative",1/24/2013,"Meals, Food, & Beverage",,$53.72 ,"UNION ELECTRIC COMPANY DBA AMERENUE, AMEREN SERVICES, AMEREN CORPORATION"
Rick,Eastman,Jan-13,"WEBB, STEVE - Representative","Webb, Sterling - Spouse or Child",1/24/2013,"Meals, Food, & Beverage",,$53.72 ,"UNION ELECTRIC COMPANY DBA AMERENUE, AMEREN SERVICES, AMEREN CORPORATION"
Rick,Eastman,Jan-13,,"STREAM, RICK - Representative",1/24/2013,"Meals, Food, & Beverage",,$53.72 ,"UNION ELECTRIC COMPANY DBA AMERENUE, AMEREN SERVICES, AMEREN CORPORATION"
Brent,Evans,Jan-13,"PEARCE, DAVID - Senator",Matt Michaelson - Employee or Staff,1/29/2013,"Meals, Food, & Beverage",,$15.50 ,MISSOURI HOSPITAL ASSOCIATION
Brent,Evans,Jan-13,Kit Crancer - Public Official,Senate Republican Caucus - Employee or Staff,1/29/2013,"Meals, Food, & Beverage",,$15.50 ,MISSOURI HOSPITAL ASSOCIATION
Brent,Evans,Jan-13,"SCHMITT, ERIC - Senator",Matt Panik - Employee or Staff,1/29/2013,"Meals, Food, & Beverage",,$15.50 ,MISSOURI HOSPITAL ASSOCIATION
Brent,Evans,Jan-13,"ROMINE, GARY  - Senator",Brad Green - Employee or Staff,1/30/2013,"Meals, Food, & Beverage",,$10.15 ,MISSOURI HOSPITAL ASSOCIATION
Brent,Evans,Jan-13,"SCHMITT, ERIC - Senator",Matt Panik - Employee or Staff,1/30/2013,"Meals, Food, & Beverage",,$10.15 ,MISSOURI HOSPITAL ASSOCIATION
Brent,Evans,Jan-13,"KINDER, PETER - LIEUTENANT GOVERNOR",Brain Bunten - Employee or Staff,1/30/2013,"Meals, Food, & Beverage",,$10.15 ,MISSOURI HOSPITAL ASSOCIATION
Brent,Evans,Jan-13,Republican Senate Caucus - Public Official,Kit Crancer - Employee or Staff,1/30/2013,"Meals, Food, & Beverage",,$10.15 ,MISSOURI HOSPITAL ASSOCIATION
William Jarad,Falk,Jan-13,,"MONTECILLO, GENISE  - Representative",1/16/2013,Entertainment,MU basketball game ticket,$20.00 ,TIME WARNER CABLE
William Jarad,Falk,Jan-13,,"BEATTY, GAIL MCCANN  - Representative",1/16/2013,Entertainment,MU basketball ticket,$20.00 ,TIME WARNER CABLE
William Jarad,Falk,Jan-13,,"ELLINGTON, BRANDON - Representative",1/16/2013,Entertainment,MU basketball ticket,$20.00 ,TIME WARNER CABLE
William Jarad,Falk,Jan-13,,"LAFAVER, JEREMY  - Representative",1/16/2013,Entertainment,MU basketball ticket,$20.00 ,TIME WARNER CABLE
William Jarad,Falk,Jan-13,"DEMPSEY, TOM - Senator",Kit Crancer - Employee or Staff,1/8/2013,Entertainment,MU basketball ticket,$20.00 ,TIME WARNER CABLE
William Jarad,Falk,Jan-13,"SCHMITT, ERIC - Senator",Matt Panick - Employee or Staff,1/8/2013,Entertainment,MU basketball ticket,$20.00 ,TIME WARNER CABLE
William Jarad,Falk,Jan-13,"ROMINE, GARY  - Senator",Brad Green - Employee or Staff,1/8/2013,Entertainment,MU basketball ticket,$20.00 ,TIME WARNER CABLE
William Jarad,Falk,Jan-13,,"BROOKS, MICHAEL - Local Government Official",1/3/2013,"Meals, Food, & Beverage",,$2.95 ,TIME WARNER CABLE
William Jarad,Falk,Jan-13,,"WAGNER, SCOTT - Local Government Official",1/14/2013,"Meals, Food, & Beverage",,$3.80 ,TIME WARNER CABLE
James E,Farrell,Jan-13,,"STREAM, RICK - Representative",1/23/2013,"Meals, Food, & Beverage",dinner,$21.50 ,"POLICY SOLUTIONS, LLC"
Francis E.,Flotron,Jan-13,,"LEVOTA, PAUL  - Senator",1/23/2013,"Meals, Food, & Beverage",,$105.00 ,"FLOTRON & MCINTOSH, LLC"
Francis E.,Flotron,Jan-13,,"NIEVES, BRIAN  - Senator",1/14/2013,"Meals, Food, & Beverage",,$157.62 ,"FLOTRON & MCINTOSH, LLC"
Francis E.,Flotron,Jan-13,,"KOENIG, ANDREW - Representative",1/14/2013,"Meals, Food, & Beverage",,$328.56 ,"FLOTRON & MCINTOSH, LLC"
Francis E.,Flotron,Jan-13,,"LEVOTA, PAUL  - Senator",1/14/2013,"Meals, Food, & Beverage",,$277.03 ,"FLOTRON & MCINTOSH, LLC"
Francis E.,Flotron,Jan-13,,"LEVOTA, PAUL  - Senator",1/23/2013,"Meals, Food, & Beverage",,$26.25 ,"FLOTRON & MCINTOSH, LLC"
Andrew,Foley,Jan-13,,"ELLINGTON, BRANDON - Representative",1/10/2013,"Meals, Food, & Beverage",,$8.20 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS 
Andrew,Foley,Jan-13,,"COLONA, MIKE - Representative",1/10/2013,"Meals, Food, & Beverage",,$8.20 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS 
Andrew,Foley,Jan-13,"ENGLUND, VICKI LORENZ - Representative",Ryan Burke - Employee or Staff,1/10/2013,"Meals, Food, & Beverage",,$8.20 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS 
Andrew,Foley,Jan-13,"MONTECILLO, GENISE  - Representative",Pat Mulcahy - Employee or Staff,1/10/2013,"Meals, Food, & Beverage",,$8.20 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS 
Andrew,Foley,Jan-13,"MONTECILLO, GENISE  - Representative",Pat Mulcahy - Employee or Staff,1/31/2013,"Meals, Food, & Beverage",,$9.14 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS 
Andrew,Foley,Jan-13,"ENGLISH, KEITH  - Representative",Shelly St. Clair - Employee or Staff,1/16/2013,"Meals, Food, & Beverage",,$10.36 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS 
Andrew,Foley,Jan-13,"CARPENTER, JOHN  - Representative",Zack Buckler - Employee or Staff,1/31/2013,"Meals, Food, & Beverage",,$9.14 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS 
Andrew,Foley,Jan-13,,"GRISAMORE, JEFF - Representative",1/31/2013,"Meals, Food, & Beverage",,$9.14 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS 
Andrew,Foley,Jan-13,,"FRAKER, LYNDALL  - Representative",1/31/2013,"Meals, Food, & Beverage",,$9.14 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS 
Andrew,Foley,Jan-13,"LAFAVER, JEREMY  - Representative",Fred Wickham - Spouse or Child,1/31/2013,"Meals, Food, & Beverage",,$9.14 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS 
Andrew,Foley,Jan-13,"ENGLISH, KEITH  - Representative",Shelly St. Clair - Employee or Staff,1/31/2013,"Meals, Food, & Beverage",,$9.14 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS 
Andrew,Foley,Jan-13,"ENGLUND, VICKI LORENZ - Representative",Ryan Burke - Employee or Staff,1/31/2013,"Meals, Food, & Beverage",,$9.14 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS 
Andrew,Foley,Jan-13,,"HINSON, DAVE - Representative",1/10/2013,"Meals, Food, & Beverage",,$8.20 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS 
Andrew,Foley,Jan-13,,"HOUGH, LINCOLN  - Representative",1/10/2013,"Meals, Food, & Beverage",,$8.20 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS 
Andrew,Foley,Jan-13,,"SCHMITT, ERIC - Senator",1/10/2013,"Meals, Food, & Beverage",,$8.20 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS 
Andrew,Foley,Jan-13,,"MCKENNA, RYAN - Senator",1/10/2013,"Meals, Food, & Beverage",,$8.20 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS 
James M.,Foley,Jan-13,,"MONTECILLO, GENISE  - Representative",1/7/2013,"Meals, Food, & Beverage",,$30.83 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS
James M.,Foley,Jan-13,,"RIZZO, JOHN JOSEPH  - Representative",1/7/2013,"Meals, Food, & Beverage",,$25.13 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS
James M.,Foley,Jan-13,,"ENGLISH, KEITH  - Representative",1/8/2013,"Meals, Food, & Beverage",,$101.94 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS
James M.,Foley,Jan-13,,"HINSON, DAVE - Representative",1/8/2013,"Meals, Food, & Beverage",,$96.57 ,MISSOURI ASSOCIATION OF INSURANCE AGENTS
James M.,Foley,Jan-13,,"WALSH, GINA  - Senator",1/9/2013,"Meals, Food, & Beverage",,$260.16 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS
James M.,Foley,Jan-13,,"COLONA, MIKE - Representative",1/9/2013,"Meals, Food, & Beverage",,$37.68 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS
James M.,Foley,Jan-13,,"HINSON, DAVE - Representative",1/10/2013,"Meals, Food, & Beverage",,$4.19 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS
James M.,Foley,Jan-13,,"COLONA, MIKE - Representative",1/11/2013,"Meals, Food, & Beverage",,$33.23 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS
James M.,Foley,Jan-13,,"ELLINGTON, BRANDON - Representative",1/11/2013,"Meals, Food, & Beverage",,$68.98 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS
James M.,Foley,Jan-13,,"ENGLISH, KEITH  - Representative",1/14/2013,"Meals, Food, & Beverage",,$70.28 ,MISSOURI ASSOCIATION OF CAREER FIRE PROTECTION DISTRICTS 
James M.,Foley,Jan-13,,"HINSON, DAVE - Representative",1/14/2013,"Meals, Food, & Beverage",,$35.27 ,MISSOURI ASSOCIATION OF INSURANCE AGENTS
James M.,Foley,Jan-13,,"NORR, CHARLIE - Representative",1/31/2013,"Meals, Food, & Beverage",,$12.26 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS
James M.,Foley,Jan-13,,"MCDONALD, TOM - Representative",1/8/2013,"Meals, Food, & Beverage",,$163.15 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS
James M.,Foley,Jan-13,,"HODGES, STEVE - Representative",1/8/2013,"Meals, Food, & Beverage",,$102.59 ,MISSOURI ASSOCIATION OF INSURANCE AGENTS
James M.,Foley,Jan-13,,"HUMMEL, JACOB - Representative",1/8/2013,"Meals, Food, & Beverage",,$19.39 ,MISSOURI ASSOCIATION OF INSURANCE AGENTS
Matthew A.,Forck,Jan-13,"KEHOE, MIKE  - Senator","Gresham, Adam - Employee or Staff",1/4/2013,"Meals, Food, & Beverage",,$10.84 ,"UNION ELECTRIC CO., DBA AMERENUE, AMEREN SERVICES, AMEREN CORP."
Matthew A.,Forck,Jan-13,"RIDDLE, JEANIE - Representative","Monroe, Zach - Employee or Staff",1/4/2013,"Meals, Food, & Beverage",,$10.84 ,"UNION ELECTRIC CO., DBA AMERENUE, AMEREN SERVICES, AMEREN CORP."
Matthew A.,Forck,Jan-13,,"DUGGER, TONY - Representative",1/8/2013,Entertainment,Mu Ticket,$70.00 ,"UNION ELECTRIC CO., DBA AMERENUE, AMEREN SERVICES, AMEREN CORP."
Matthew A.,Forck,Jan-13,"DUGGER, TONY - Representative","Alexander, Brandon  - Employee or Staff",1/8/2013,Entertainment,MU Ticket ,$70.00 ,"UNION ELECTRIC CO., DBA AMERENUE, AMEREN SERVICES, AMEREN CORP."
Matthew A.,Forck,Jan-13,,"BERNSKOETTER, MIKE  - Representative",1/8/2013,Entertainment,MU Ticket ,$70.00 ,"UNION ELECTRIC CO., DBA AMERENUE, AMEREN SERVICES, AMEREN CORP."
Matthew A.,Forck,Jan-13,"BERNSKOETTER, MIKE  - Representative","Bernskoetter, Jeannette - Spouse or Child",1/8/2013,Entertainment,MU Ticket ,$70.00 ,"UNION ELECTRIC CO., DBA AMERENUE, AMEREN SERVICES, AMEREN CORP."
Matthew A.,Forck,Jan-13,,"ENGLISH, KEITH  - Representative",1/8/2013,Entertainment,MU Game ,$70.00 ,"UNION ELECTRIC CO., DBA AMERENUE, AMEREN SERVICES, AMEREN CORP."
Matthew A.,Forck,Jan-13,,"BEATTY, GAIL MCCANN  - Representative",1/8/2013,Entertainment,MU Tickets ,$70.00 ,"UNION ELECTRIC CO., DBA AMERENUE, AMEREN SERVICES, AMEREN CORP."
Matthew A.,Forck,Jan-13,,"HOLSMAN, JASON  - Senator",1/29/2013,"Meals, Food, & Beverage",,$9.72 ,"UNION ELECTRIC CO., DBA AMERENUE, AMEREN SERVICES, AMEREN CORP."
Matthew A.,Forck,Jan-13,,"ROORDA, JEFF - Representative",1/14/2013,"Meals, Food, & Beverage",,$250.00 ,"UNION ELECTRIC CO., DBA AMERENUE, AMEREN SERVICES, AMEREN CORP."
Matthew A.,Forck,Jan-13,,"DAVIS, CHARLIE  - Representative",1/10/2013,"Meals, Food, & Beverage",,$28.03 ,"UNION ELECTRIC CO., DBA AMERENUE, AMEREN SERVICES, AMEREN CORP."
Matthew A.,Forck,Jan-13,,"ROWDEN, CALEB  - Representative",1/10/2013,"Meals, Food, & Beverage",,$28.03 ,"UNION ELECTRIC CO., DBA AMERENUE, AMEREN SERVICES, AMEREN CORP."
Matthew A.,Forck,Jan-13,,"RIDDLE, JEANIE - Representative",1/10/2013,"Meals, Food, & Beverage",,$28.03 ,"UNION ELECTRIC CO., DBA AMERENUE, AMEREN SERVICES, AMEREN CORP."
Matthew A.,Forck,Jan-13,,"COX, STANLEY - Representative",1/10/2013,"Meals, Food, & Beverage",,$28.03 ,"UNION ELECTRIC CO., DBA AMERENUE, AMEREN SERVICES, AMEREN CORP."
Matthew A.,Forck,Jan-13,,"HOUGHTON, JAY D.  - Representative",1/10/2013,"Meals, Food, & Beverage",,$28.03 ,"UNION ELECTRIC CO., DBA AMERENUE, AMEREN SERVICES, AMEREN CORP."
Matthew A.,Forck,Jan-13,,"CORNEJO, ROBERT  - Representative",1/10/2013,"Meals, Food, & Beverage",,$28.03 ,"UNION ELECTRIC CO., DBA AMERENUE, AMEREN SERVICES, AMEREN CORP."
Matthew A.,Forck,Jan-13,,"MUNTZEL, DAVE  - Representative",1/10/2013,"Meals, Food, & Beverage",,$28.03 ,"UNION ELECTRIC CO., DBA AMERENUE, AMEREN SERVICES, AMEREN CORP."
Matthew A.,Forck,Jan-13,,"HURST, TOM  - Representative",1/10/2013,"Meals, Food, & Beverage",,$28.03 ,"UNION ELECTRIC CO., DBA AMERENUE, AMEREN SERVICES, AMEREN CORP."
Matthew A.,Forck,Jan-13,,"KELLY, CHRIS - Representative",1/10/2013,"Meals, Food, & Beverage",,$28.03 ,"UNION ELECTRIC CO., DBA AMERENUE, AMEREN SERVICES, AMEREN CORP."
Matthew A.,Forck,Jan-13,,"BROWN, WANDA  - Representative",1/10/2013,"Meals, Food, & Beverage",,$28.03 ,"UNION ELECTRIC CO., DBA AMERENUE, AMEREN SERVICES, AMEREN CORP."
Matthew A.,Forck,Jan-13,,"CRAWFORD, SANDY  - Representative",1/10/2013,"Meals, Food, & Beverage",,$28.03 ,"UNION ELECTRIC CO., DBA AMERENUE, AMEREN SERVICES, AMEREN CORP."
Matthew A.,Forck,Jan-13,,"KORMAN, BART  - Representative",1/10/2013,"Meals, Food, & Beverage",,$28.03 ,"UNION ELECTRIC CO., DBA AMERENUE, AMEREN SERVICES, AMEREN CORP."
Matthew A.,Forck,Jan-13,,"FREDERICK, KEITH  - Representative",1/10/2013,"Meals, Food, & Beverage",,$28.03 ,"UNION ELECTRIC CO., DBA AMERENUE, AMEREN SERVICES, AMEREN CORP."
Harry,Gallagher,Jan-13,,"DUGGER, TONY - Representative",1/30/2013,"Meals, Food, & Beverage",,$11.22 ,RAI SERVICES COMPANY
Harry,Gallagher,Jan-13,,"ENTLICHER, SUE  - Representative",1/30/2013,"Meals, Food, & Beverage",,$11.22 ,RAI SERVICES COMPANY
Harry,Gallagher,Jan-13,,"CRAWFORD, SANDY  - Representative",1/30/2013,"Meals, Food, & Beverage",,$11.22 ,RAI SERVICES COMPANY
Harry,Gallagher,Jan-13,,"GOSEN, DON  - Representative",1/30/2013,"Meals, Food, & Beverage",,$11.22 ,RAI SERVICES COMPANY
Harry,Gallagher,Jan-13,,"ROWLAND, LYLE  - Representative",1/30/2013,"Meals, Food, & Beverage",,$11.22 ,RAI SERVICES COMPANY
Harry,Gallagher,Jan-13,,"PHILLIPS, DONALD E.  - Representative",1/30/2013,"Meals, Food, & Beverage",,$11.22 ,RAI SERVICES COMPANY
Harry,Gallagher,Jan-13,,"MCGAUGH, JOE DON - Representative",1/30/2013,"Meals, Food, & Beverage",,$11.22 ,RAI SERVICES COMPANY
Doug,Galloway,Jan-13,,"CONWAY, KATHIE  - Representative",1/29/2013,"Meals, Food, & Beverage",coffee for office,$41.88 ,CENTURYLINK
Doug,Galloway,Jan-13,,"PARSON, MIKE - Senator",1/7/2013,"Meals, Food, & Beverage",dinner in Jefferson City,$21.47 ,CENTURYLINK
Doug,Galloway,Jan-13,,"HINSON, DAVE - Representative",1/8/2013,Entertainment,MU Basketball game,$20.00 ,CENTURYLINK
