Lob F Name,Lob L Name,Report,Group,Date,Type,Description,Cost,Principal,Amend Reason,Amend Grp ID,If Amended,Grp ID
Brad,Bates,Mar-13,"HEALTH CARE POLICY, Standing",3/13/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City/Catered Luncheon",$173.71 ,MISSOURI ASSOCIATION OF PHYSICIANS AND SURGEONS,NULL,0,Not Amended,5905
Brad,Bates,May-13,ENTIRE GENERAL ASSEMBLY,5/15/2013,"Meals, Food, & Beverage",Gates BBQ for Capitol,$165.00 ,MISSOURI ASSOCIATION OF PHYSICIANS AND SURGEONS,NULL,0,Not Amended,6630
Brad,Bates,May-13,"HEALTH CARE POLICY, Standing",5/1/2013,"Meals, Food, & Beverage",Lunch for committee,$161.05 ,MISSOURI ASSOCIATION OF PHYSICIANS AND SURGEONS,NULL,0,Not Amended,6631
Sandie,Benen,Apr-13,ENTIRE MISSOURI HOUSE,4/10/2013,"Meals, Food, & Beverage",Mo/Catered dinner,$362.84 ,SANDIE BENEN,NULL,0,Not Amended,6114
Sandie,Benen,Apr-13,ENTIRE MISSOURI SENATE,4/3/2013,"Meals, Food, & Beverage",Bones/ MO/ catered dinner,$220.68 ,SANDIE BENEN,NULL,0,Not Amended,6115
Guy William,Black,Mar-13,ENTIRE MISSOURI SENATE,3/5/2013,"Meals, Food, & Beverage",Missouri State Capitol/Evening Session Meals,$500.00 ,BRYAN CAVE LLP,NULL,0,Not Amended,5835
Guy William,Black,Mar-13,ENTIRE MISSOURI SENATE,3/14/2013,"Meals, Food, & Beverage",Mortimer Kegley's/Food and Beverages,"$1,098.79 ",BRYAN CAVE LLP,NULL,0,Not Amended,5836
Ann,Brand,Jan-13,"ECONOMIC DEVELOPMENT, Standing",1/22/2013,"Meals, Food, & Beverage","Missouri State Capitol, MO/Catered Dinner",$160.69 ,ST. LOUIS COMMUNITY COLLEGE,NULL,0,Not Amended,5305
Ann,Brand,Feb-13,ENTIRE MISSOURI HOUSE,2/11/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered meal",$120.00 ,ST. LOUIS COMMUNITY COLLEGE,NULL,0,Not Amended,5529
Ann,Brand,Feb-13,"HIGHER EDUCATION, Standing",2/12/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered meal",$124.88 ,ST. LOUIS COMMUNITY COLLEGE,NULL,0,Not Amended,5530
Ann,Brand,Mar-13,ENTIRE MISSOURI HOUSE,3/11/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered meal",$80.00 ,ST. LOUIS COMMUNITY COLLEGE,NULL,0,Not Amended,5837
Ann,Brand,Apr-13,ENTIRE MISSOURI SENATE,4/3/2013,"Meals, Food, & Beverage","Bones Resturant, Jefferson City, MO/Senate Crap Boil ",$335.00 ,ST. LOUIS COMMUNITY COLLEGE,NULL,0,Not Amended,6175
Ann,Brand,Apr-13,HOUSE MAJORITY CAUCUS,4/10/2013,"Meals, Food, & Beverage","Rainbow Lanes, Jefferson City, MO/Dinner",$181.42 ,ST. LOUIS COMMUNITY COLLEGE,NULL,0,Not Amended,6196
Ann,Brand,Apr-13,HOUSE MINORITY CAUCUS,4/10/2013,"Meals, Food, & Beverage","Rainbow Lanes, Jefferson City, MO/Dinner",$181.42 ,ST. LOUIS COMMUNITY COLLEGE,NULL,0,Not Amended,6197
Ann,Brand,May-13,ENTIRE GENERAL ASSEMBLY,5/6/2013,"Meals, Food, & Beverage","Memorial Park, Jefferson City, MO/Dinner",$250.00 ,ST. LOUIS COMMUNITY COLLEGE,NULL,0,Not Amended,6542
Ann,Brand,Aug-13,INTERIM COMMITTEE ON CITIZENS AND LEGISLATORS WORKING GROUP ON MEDICAID ELIGIBILITY AND REFORM,8/14/2013,"Meals, Food, & Beverage","St. Louis Community College -Forest Park Campus, St. Louis, MO/Catered Luncheon",$709.10 ,ST. LOUIS COMMUNITY COLLEGE,NULL,0,Not Amended,6821
Terry W,Briggs,Apr-13,"TRANSPORTATION, Standing",4/23/2013,"Meals, Food, & Beverage",Catered lunch in the Capitol at committe hearing,$172.14 ,SITE IMPROVEMENT ASSOCIATION,NULL,0,Not Amended,6235
Jeffery N,Brooks,Feb-13,"LEADERSHIP FOR MISSOURI ISSUE DEVELOPMENT, Standing",2/12/2013,"Meals, Food, & Beverage","CC Broilers, Columbia, MO/Dinner","$1,952.36 ",AMEREN MISSOURI ,NULL,0,Not Amended,5743
Clark W.,Brown,Jan-13,HOUSE MAJORITY CAUCUS,1/24/2013,"Meals, Food, & Beverage",Republican Labor Breakfast,$258.54 ,SEIU (Service Employees Intl. Union) MO/KS State Council,NULL,0,Not Amended,5464
Travis,Brown,Feb-13,HOUSE MAJORITY CAUCUS,2/1/2013,"Meals, Food, & Beverage","State Capitol, Catered Breakfast/Coffee","$1,067.35 ","PELOPIDAS, LLC",NULL,0,Not Amended,5700
Travis,Brown,Feb-13,HOUSE MAJORITY CAUCUS,2/8/2013,"Meals, Food, & Beverage","State Capitol, Catered Breakfast/Coffee, Cafe Via Roma",$265.85 ,"PELOPIDAS, LLC",NULL,0,Not Amended,5701
Travis,Brown,Feb-13,HOUSE MAJORITY CAUCUS,2/18/2013,"Meals, Food, & Beverage","State Capitol, Catered Breakfast/Coffee, Cafe Via Roma",$258.52 ,"PELOPIDAS, LLC",NULL,0,Not Amended,5702
Richard S,Brownlee III,Jan-13,ENTIRE GENERAL ASSEMBLY,1/22/2013,"Meals, Food, & Beverage",Missouri State Capitol catered meal,$471.00 ,ASSURANT INC,NULL,0,Not Amended,5335
Richard S,Brownlee III,Mar-13,"INSURANCE POLICY, Standing",3/4/2013,"Meals, Food, & Beverage","State Farm - Columbia, Missouri",$60.50 ,STATE FARM INSURANCE COMPANIES,NULL,0,Not Amended,5996
Zachary,Brunnert,Jan-13,"APPROPRIATIONS - PUBLIC SAFETY AND CORRECTIONS, Standing",1/23/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Meal",$477.25 ,BIG BROTHERS BIG SISTERS OF EASTERN MO,NULL,0,Not Amended,5407
Zachary,Brunnert,Feb-13,"APPROPRIATIONS - GENERAL ADMINISTRATION, Standing",2/4/2013,"Meals, Food, & Beverage"," Missouri State Capitol, Jefferson City, MO/Catered Meal",$145.84 ,"FLOTRON & MCINTOSH, LLC",NULL,0,Not Amended,5694
Zachary,Brunnert,Jan-13,ENTIRE MISSOURI SENATE,1/28/2013,"Meals, Food, & Beverage","Ex. Missouri State Capitol, Jefferson City, MO/Pizza",$38.78 ,"FLOTRON & MCINTOSH, LLC",NULL,0,Not Amended,5699
Zachary,Brunnert,Apr-13,"FRESHMAN BIPARTISAN ISSUE DEVELOPMENT, Standing",4/23/2013,"Meals, Food, & Beverage","Flotron, Jefferson City, MO/Catered Dinner",$143.88 ,"FLOTRON & MCINTOSH, LLC",NULL,0,Not Amended,6110
Zachary,Brunnert,Apr-13,"APPROPRIATIONS - PUBLIC SAFETY AND CORRECTIONS, Standing",4/30/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$145.43 ,"FLOTRON & MCINTOSH, LLC",NULL,0,Not Amended,6191
Zachary,Brunnert,May-13,ENTIRE MISSOURI SENATE,5/17/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Beverages",$50.78 ,"FLOTRON & MCINTOSH, LLC",NULL,0,Not Amended,6727
Zachary,Brunnert,May-13,"APPROPRIATIONS - PUBLIC SAFETY AND CORRECTIONS, Standing",5/3/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon",$145.43 ,"FLOTRON & MCINTOSH, LLC",NULL,0,Not Amended,6728
Mark J,Bruns,Jan-13,"CRIME PREVENTION AND PUBLIC SAFETY, STANDING",1/29/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catering",$217.58 ,MISSOURI STATE FRATERNAL ORDER OF POLICE,NULL,0,Not Amended,5404
Mark J,Bruns,Feb-13,ENTIRE GENERAL ASSEMBLY,2/5/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catered Luncheon","$1,723.60 ",MISSOURI PROBATION AND PAROLE OFFICERS ASSOCIATION ,NULL,0,Not Amended,5821
Mark J,Bruns,Mar-13,ENTIRE MISSOURI SENATE,3/25/2013,"Meals, Food, & Beverage","Westgate Lanes, Jefferson City, MO/Senate bowling tournament",$47.00 ,MISSOURI AMERICAN WATER ,NULL,0,Not Amended,6047
Mark J,Bruns,Mar-13,"CRIME PREVENTION AND PUBLIC SAFETY, STANDING",3/26/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catering",$65.11 ,MISSOURI STATE FRATERNAL ORDER OF POLICE,NULL,0,Not Amended,6048
Mark J,Bruns,Mar-13,ENTIRE GENERAL ASSEMBLY,3/27/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catering",$455.90 ,MISSOURI STATE FRATERNAL ORDER OF POLICE,NULL,0,Not Amended,6049
Mark J,Bruns,Apr-13,ENTIRE MISSOURI SENATE,4/12/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catering",$335.00 ,MISSOURI ASSOCIATION OF CAREER FIRE PROTECTION DISTRICTS ,NULL,0,Not Amended,6382
Mark J,Bruns,Apr-13,ENTIRE GENERAL ASSEMBLY,4/23/2013,"Meals, Food, & Beverage","Paddy Maolone's, Jefferson City/Catering",$300.00 ,SAINT LOUIS POLICE OFFICERS ASSOCIATION ,NULL,0,Not Amended,6384
Jerry W,Burch,Jan-13,ENTIRE GENERAL ASSEMBLY,1/23/2013,Other,Springfield/Branson Salute to Missouri Legislators at Capitol Plaza in Jefferson City,$818.28 ,GREENE COUNTY COMMISSION,NULL,0,Not Amended,5403
Jerry W,Burch,Jan-13,ENTIRE GENERAL ASSEMBLY,1/24/2013,"Meals, Food, & Beverage","Breakfast at Missouri State Capitol, Jefferson City,MO/Catered","$3,315.00 ",BRANSON/LAKES AREA CHAMBER OF COMMERCE,NULL,0,Not Amended,5405
Jerry W,Burch,Feb-13,"WAYS AND MEANS, Standing",2/12/2013,"Meals, Food, & Beverage","Lunch for Committee Hearing at Missouri State Capitol, Jefferson City, MO/Catered",$86.89 ,BURCH & ASSOCIATES,NULL,0,Not Amended,5610
Jerry W,Burch,Feb-13,"PROFESSIONAL REGISTRATION AND LICENSING, Standing",2/27/2013,"Meals, Food, & Beverage","Lunch for Committee Hearing, MO State Capitol, Jefferson City, MO/Catered",$347.23 ,BURCH & ASSOCIATES,NULL,0,Not Amended,5611
Jerry W,Burch,Mar-13,"TRANSPORTATION, Standing",3/26/2013,"Meals, Food, & Beverage",Lunch delivered to Capitol for meeting/Catered from SubShop,$132.14 ,BURCH & ASSOCIATES,NULL,0,Not Amended,5981
Jerry W,Burch,Mar-13,"TOURISIM AND NATURAL RESOURCES, Standing",3/6/2013,"Meals, Food, & Beverage",Delivered to Committee for lunch/Catered,$224.07 ,BURCH & ASSOCIATES,NULL,0,Not Amended,5983
Jerry W,Burch,Mar-13,ENTIRE MISSOURI HOUSE,3/26/2013,"Meals, Food, & Beverage","Dinner catered to the Capitol/entire House/Jefferson City, MO",$419.00 ,BURCH & ASSOCIATES,NULL,0,Not Amended,5984
Jerry W,Burch,Feb-13,ENTIRE GENERAL ASSEMBLY,2/27/2013,"Meals, Food, & Beverage","Springfield Metro Partnership Legislative Breakfast, Capitol Plaza, Jefferson City, MO",$61.18 ,GREENE COUNTY COMMISSION,NULL,0,Not Amended,6231
Jerry W,Burch,May-13,ENTIRE MISSOURI SENATE,5/15/2013,"Meals, Food, & Beverage","Catered lunch for entire Senate. Missouri State Capital, Jefferson City, MO",$165.00 ,BURCH & ASSOCIATES,NULL,0,Not Amended,6530
Jerry W,Burch,May-13,HOUSE MAJORITY CAUCUS,5/7/2013,"Meals, Food, & Beverage","End of Session Party/Capitol Ritz, Jefferson City, MO/Catered event",$200.00 ,BURCH & ASSOCIATES,NULL,0,Not Amended,6531
Jerry W,Burch,May-13,ENTIRE MISSOURI SENATE,5/2/2013,"Meals, Food, & Beverage","Lunch for Senate/Catered Missouri State Capitol, Jefferson City, MO.",$302.00 ,BURCH & ASSOCIATES,NULL,0,Not Amended,6532
Ross D,Burke,Apr-13,ENTIRE GENERAL ASSEMBLY,4/15/2013,"Meals, Food, & Beverage",Missouri State Capitol,"$1,019.50 ",MISSOURI ASSOCIATION OF COUNTIES,NULL,0,Not Amended,6195
Gary L.,Burton,Jan-13,"BUDGET, Standing",1/30/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catering",$84.05 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS,NULL,0,Not Amended,5401
Gary L.,Burton,Jan-13,ENTIRE MISSOURI SENATE,1/2/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catering",$500.00 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS,NULL,0,Not Amended,5402
Gary L.,Burton,Feb-13,"UTILITIES, Standing",2/5/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catering",$277.96 ,MISSOURI AMERICAN WATER ,NULL,0,Not Amended,5812
Gary L.,Burton,Feb-13,"ELECTIONS, Standing",2/12/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catering",$75.14 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS,NULL,0,Not Amended,5815
Gary L.,Burton,Feb-13,"WORKFORCE DEVELOPMENT AND WORKPLACE SAFETY, Standing",2/18/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catering",$290.86 ,MISSOURI AMERICAN WATER ,NULL,0,Not Amended,5818
Gary L.,Burton,Feb-13,"WORKFORCE DEVELOPMENT AND WORKPLACE SAFETY, Standing",2/20/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catering",$73.50 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS,NULL,0,Not Amended,5819
Gary L.,Burton,Mar-13,"WAYS AND MEANS, Standing",3/5/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catering",$111.89 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS,NULL,0,Not Amended,6016
Gary L.,Burton,Mar-13,ENTIRE MISSOURI SENATE,3/25/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catering",$250.00 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS,NULL,0,Not Amended,6017
Gary L.,Burton,Mar-13,"HIGHER EDUCATION, Standing",3/26/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catering",$124.88 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS,NULL,0,Not Amended,6019
Gary L.,Burton,Mar-13,ENTIRE MISSOURI SENATE,3/25/2013,"Meals, Food, & Beverage","Westgate Lanes/Jefferson City, MO",$250.00 ,MISSOURI AMERICAN WATER ,NULL,0,Not Amended,6020
Gary L.,Burton,Apr-13,"FISCAL REVIEW, Standing",4/4/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/Catering",$39.32 ,MISSOURI COUNCIL OF SCHOOL ADMINISTRATORS,NULL,0,Not Amended,6374
Brent Kendall,Butler,Jan-13,ENTIRE MISSOURI SENATE,1/15/2013,"Meals, Food, & Beverage","coffee - Missouri State Capitol, Jefferson City, MO",$61.98 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5410
Brent Kendall,Butler,Jan-13,ENTIRE MISSOURI SENATE,1/16/2013,"Meals, Food, & Beverage","coffee, Missouri State Capitol, Jefferson City, MO",$61.98 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5411
Brent Kendall,Butler,Jan-13,ENTIRE MISSOURI SENATE,1/17/2013,Gift,"coffee, Missouri State Capitol, Jefferson City, MO",$61.98 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5412
Brent Kendall,Butler,Feb-13,"WAYS AND MEANS, Standing",2/19/2013,"Meals, Food, & Beverage","Dinner for committee/Missouri State Capitol, Jefferson City, MO",$101.11 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5623
Brent Kendall,Butler,Mar-13,ENTIRE MISSOURI HOUSE,3/25/2013,"Meals, Food, & Beverage",Missouri State Capitol - Rep. Gosen's office/ coffee,$13.59 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5911
Brent Kendall,Butler,Apr-13,"INSURANCE POLICY, Standing",4/19/2013,"Meals, Food, & Beverage",Missouri State Capitol/Rep. Don Gosen's office/beverages,$25.09 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,6313
Brent Kendall,Butler,Apr-13,"INSURANCE POLICY, Standing",4/17/2013,"Meals, Food, & Beverage",Missouri State Capitol/Rep. Don Gosen's office/beverages,$39.14 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,6314
Brent Kendall,Butler,May-13,ENTIRE MISSOURI SENATE,5/13/2013,"Meals, Food, & Beverage",Missouri State Capitol/coffee,$14.00 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,6640
Brent Kendall,Butler,May-13,ENTIRE MISSOURI SENATE,5/14/2013,"Meals, Food, & Beverage",Missouri State Capitol/coffee,$14.00 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,6641
Brent Kendall,Butler,May-13,ENTIRE MISSOURI SENATE,5/15/2013,"Meals, Food, & Beverage",Missouri State Capitol/coffee,$14.00 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,6642
Brent Kendall,Butler,May-13,ENTIRE MISSOURI SENATE,5/16/2013,"Meals, Food, & Beverage",Missouri State Capitol/coffee,$14.00 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,6643
Brent Kendall,Butler,May-13,ENTIRE MISSOURI SENATE,5/17/2013,"Meals, Food, & Beverage",Missouri State Capitol/coffee,$14.00 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,6644
Calvin W,Call,Jan-13,ENTIRE MISSOURI SENATE,1/15/2013,"Meals, Food, & Beverage","fruit - Sen. Dempsey's office, Missouri State Capitol, Jefferson City, MO",$38.92 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5413
Calvin W,Call,Jan-13,HOUSE MAJORITY CAUCUS,1/15/2013,"Meals, Food, & Beverage","fruit - Speaker Jones's office, Missouri State Capitol, Jefferson City, MO",$38.92 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5414
Calvin W,Call,Jan-13,HOUSE MAJORITY CAUCUS,1/16/2013,"Meals, Food, & Beverage","fruit & pastries - Rep. John Diehl's office, Missouri State Capitol, Jefferson City, MO",$69.66 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5415
Calvin W,Call,Jan-13,ENTIRE MISSOURI SENATE,1/22/2013,"Meals, Food, & Beverage","fruit - Sen. Dempsey's office, Missouri State Capitol, Jefferson City, MO",$60.00 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5416
Calvin W,Call,Jan-13,HOUSE MAJORITY CAUCUS,1/22/2013,"Meals, Food, & Beverage","fruit - Rep. Tim Jones office, Missouri State Capitol, Jefferson City, MO",$35.00 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5417
Calvin W,Call,Jan-13,HOUSE MAJORITY CAUCUS,1/23/2013,"Meals, Food, & Beverage","fruit & pastries - Rep. John Diehl's office, Missouri State Capitol, Jefferson City, MO",$67.06 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5418
Calvin W,Call,Jan-13,ENTIRE MISSOURI SENATE,1/28/2013,"Meals, Food, & Beverage","fruit - Sen. Tom Dempsey's office, Missouri State Capitol, Jefferson City, MO ",$62.36 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5419
Calvin W,Call,Jan-13,HOUSE MAJORITY CAUCUS,1/29/2013,"Meals, Food, & Beverage","fruit, Rep. Tim Jones' office, Missouri State Capitol, Jefferson City, MO",$40.00 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5420
Calvin W,Call,Jan-13,HOUSE MAJORITY CAUCUS,1/30/2013,"Meals, Food, & Beverage","fruit & pastries - Rep. John Diehl's office, Missouri State Capitol, Jefferson City, MO",$71.45 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5421
Calvin W,Call,Jan-13,ENTIRE GENERAL ASSEMBLY,1/22/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/catered meal",$255.00 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5422
Calvin W,Call,Jan-13,ENTIRE MISSOURI SENATE,1/9/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/catered luncheon",$500.00 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5423
Calvin W,Call,Jan-13,ENTIRE MISSOURI SENATE,1/14/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/beverages ",$319.87 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5424
Calvin W,Call,Jan-13,"ELECTIONS, Standing",1/29/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/catered breakfast",$129.27 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5425
Calvin W,Call,Feb-13,ENTIRE MISSOURI SENATE,2/4/2013,"Meals, Food, & Beverage","fruit in Sen. Dempsey's office, Missouri State Capitol",$60.00 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5624
Calvin W,Call,Feb-13,HOUSE MAJORITY CAUCUS,2/5/2013,"Meals, Food, & Beverage","fruit in Speaker Jones' office, Missouri State Capitol",$35.00 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5625
Calvin W,Call,Feb-13,HOUSE MAJORITY CAUCUS,2/6/2013,"Meals, Food, & Beverage","fruit & pastries in Rep. Diehl's office, Missouri State Capitol",$68.97 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5626
Calvin W,Call,Feb-13,ENTIRE MISSOURI SENATE,2/11/2013,"Meals, Food, & Beverage","fruit in Sen. Dempsey's office, Missouri State Capitol",$60.00 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5627
Calvin W,Call,Feb-13,HOUSE MAJORITY CAUCUS,2/12/2013,"Meals, Food, & Beverage","fruit in Speaker Jones' office, Missouri State Capitol",$41.42 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5628
Calvin W,Call,Feb-13,HOUSE MAJORITY CAUCUS,2/13/2013,"Meals, Food, & Beverage","fruit & pastries in Rep. Diehl's office, Missouri State Capitol ",$71.45 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5629
Calvin W,Call,Feb-13,ENTIRE MISSOURI SENATE,2/18/2013,"Meals, Food, & Beverage",fruit in Sen. Dempsey's office/Missouri State Capitol,$60.00 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5630
Calvin W,Call,Feb-13,HOUSE MAJORITY CAUCUS,2/19/2013,"Meals, Food, & Beverage",fruit in Speaker Jones' office/Missouri State Capitol,$40.00 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5631
Calvin W,Call,Feb-13,HOUSE MAJORITY CAUCUS,2/20/2013,"Meals, Food, & Beverage",fruit & pastries in Rep. Diehl's office/Missouri State Capitol,$63.48 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5632
Calvin W,Call,Feb-13,ENTIRE MISSOURI SENATE,2/25/2013,"Meals, Food, & Beverage",fruit in Sen. Dempsey's office/Missouri State capitol,$60.00 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5637
Calvin W,Call,Feb-13,HOUSE MAJORITY CAUCUS,2/27/2013,"Meals, Food, & Beverage",fruit in Speaker Jones' office/Missouri State Capitol,$35.00 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5638
Calvin W,Call,Feb-13,HOUSE MAJORITY CAUCUS,2/27/2013,"Meals, Food, & Beverage",fruit & pastries in Rep. Diehl's office/Missouri State Capitol,$63.48 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5639
Calvin W,Call,Feb-13,"FINANCIAL INSTITUTIONS, Standing",2/6/2013,"Meals, Food, & Beverage","Missouri State Capitol, Jefferson City, MO/catered luncheon",$180.75 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5640
Calvin W,Call,Feb-13,"INSURANCE POLICY, Standing",2/4/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Jefferson City, MO/dinner","$2,135.90 ",MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5641
Calvin W,Call,Mar-13,ENTIRE MISSOURI SENATE,3/4/2013,"Meals, Food, & Beverage",fruit in Sen. Dempsey's office/Missouri State Capitol,$40.00 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5915
Calvin W,Call,Mar-13,ENTIRE MISSOURI SENATE,3/11/2013,"Meals, Food, & Beverage",fruit in Sen. Dempsey's office/Missouri State Capitol,$60.00 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5916
Calvin W,Call,Mar-13,ENTIRE MISSOURI SENATE,3/25/2013,"Meals, Food, & Beverage",fruit in Sen. Dempsey's office/Missouri State Capitol,$60.00 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5917
Calvin W,Call,Mar-13,HOUSE MAJORITY CAUCUS,3/5/2013,"Meals, Food, & Beverage",fruit in Speaker Jones' office/Missouri State Capitol,$40.00 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5918
Calvin W,Call,Mar-13,HOUSE MAJORITY CAUCUS,3/12/2013,"Meals, Food, & Beverage",fruit in Speaker Jones' office/Missouri State Capitol,$40.00 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5919
Calvin W,Call,Mar-13,HOUSE MAJORITY CAUCUS,3/26/2013,"Meals, Food, & Beverage",fruit in Speaker Jones' office/Missouri State Capitol,$40.00 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5920
Calvin W,Call,Mar-13,HOUSE MAJORITY CAUCUS,3/6/2013,"Meals, Food, & Beverage",fruit & pastries in Rep. Diehl's office/Missouri State Capitol,$63.48 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5921
Calvin W,Call,Mar-13,HOUSE MAJORITY CAUCUS,3/13/2013,"Meals, Food, & Beverage",fruit & pastries in Rep. Diehl's office/Missouri State Capitol,$71.45 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5922
Calvin W,Call,Mar-13,HOUSE MAJORITY CAUCUS,3/27/2013,"Meals, Food, & Beverage",fruit & pastries in Rep. Diehl's office/Missouri State Capitol,$71.45 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5923
Calvin W,Call,Mar-13,ENTIRE MISSOURI SENATE,3/28/2013,"Meals, Food, & Beverage",Missouri State Capitol/catered lunch,$663.17 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5924
Calvin W,Call,Mar-13,ENTIRE MISSOURI HOUSE,3/26/2013,"Meals, Food, & Beverage",Missouri State Capitol/catered dinner,$419.00 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5925
Calvin W,Call,Mar-13,"SMALL BUSINESS, INSURANCE AND INDUSTRY - Assigned bills",3/11/2013,"Meals, Food, & Beverage",Missouri State Capitol/beverages,$329.27 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5926
Calvin W,Call,Mar-13,"SMALL BUSINESS, INSURANCE AND INDUSTRY - Assigned bills",3/4/2013,"Meals, Food, & Beverage","Fuji Restaurant/Jefferson City, MO/drinks and dinner",$915.96 ,MISSOURI INSURANCE COALITION,NULL,0,Not Amended,5927
